 Product, Product Description, GTIN, Color Code, Color Descripton,Size Description, Create Date,Import,Category,Name,Sales price,Cost, Product,Bloomies Size,UPCs Left: ,  158 ,
WO-7198,L/S tie front Midi,810081703369,001,Black,X Small,7/7/2021,,,,,,,#NAME?,,,
WO-7198,L/S tie front Midi,810081703376,001,Black,Small,7/7/2021,,,,,,,#NAME?,,,
WO-7198,L/S tie front Midi,810081703383,001,Black,Medium,7/7/2021,,,,,,,#NAME?,,,
WO-7198,L/S tie front Midi,810081703390,001,Black,Large,7/7/2021,,,,,,,#NAME?,,,
WO-7199,Round nk puff slv,810081703406,615,Rust Multi,X Small,7/7/2021,,,,,,,#NAME?,,,
WO-7199,Round nk puff slv,810081703413,615,Rust Multi,Small,7/7/2021,,,,,,,#NAME?,,,
WO-7199,Round nk puff slv,810081703420,615,Rust Multi,Medium,7/7/2021,,,,,,,#NAME?,,,
WO-7199,Round nk puff slv,810081703437,615,Rust Multi,Large,7/7/2021,,,,,,,#NAME?,,,
16325,Colorblock Top,810081703444,001,Black / Black / Ivory,X Small,7/7/2021,,,,,,,#NAME?,,,
16325,Colorblock Top,810081703451,001,Black / Black / Ivory,Small,7/7/2021,,,,,,,#NAME?,,,
16325,Colorblock Top,810081703468,001,Black / Black / Ivory,Medium,7/7/2021,,,,,,,#NAME?,,,
16325,Colorblock Top,810081703475,001,Black / Black / Ivory,Large,7/7/2021,,,,,,,#NAME?,,,
WO-7200,Squared nk w ruflle slv,810081703482,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7200,Squared nk w ruflle slv,810081703499,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7200,Squared nk w ruflle slv,810081703505,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7200,Squared nk w ruflle slv,810081703512,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
WO-7201,Tiered Baby doll dress,810081703529,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7201,Tiered Baby doll dress,810081703536,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7201,Tiered Baby doll dress,810081703543,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7201,Tiered Baby doll dress,810081703550,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
WO-7201,Tiered Baby doll dress,810081703567,302,Hunter,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7201,Tiered Baby doll dress,810081703574,302,Hunter,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7201,Tiered Baby doll dress,810081703581,302,Hunter,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7201,Tiered Baby doll dress,810081703598,302,Hunter,Large,7/12/2021,,,,,,,#NAME?,,,
WO-7202,L/S tiered babydoll dress,810081703604,999,Multi,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7202,L/S tiered babydoll dress,810081703611,999,Multi,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7202,L/S tiered babydoll dress,810081703628,999,Multi,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7202,L/S tiered babydoll dress,810081703635,999,Multi,Large,7/12/2021,,,,,,,#NAME?,,,
WO-7203,L/S V-nk midi 2 tone,810081703642,001,Black / H. Grey,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7203,L/S V-nk midi 2 tone,810081703659,001,Black / H. Grey,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7203,L/S V-nk midi 2 tone,810081703666,001,Black / H. Grey,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7203,L/S V-nk midi 2 tone,810081703673,001,Black / H. Grey,Large,7/12/2021,,,,,,,#NAME?,,,
WO-7203,L/S V-nk midi 2 tone,810081703680,023,Charcoal / H. Grey,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7203,L/S V-nk midi 2 tone,810081703697,023,Charcoal / H. Grey,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7203,L/S V-nk midi 2 tone,810081703703,023,Charcoal / H. Grey,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7203,L/S V-nk midi 2 tone,810081703710,023,Charcoal / H. Grey,Large,7/12/2021,,,,,,,#NAME?,,,
WO-7204,Smocked Midi dress,810081703727,001,Black Multi,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7204,Smocked Midi dress,810081703734,001,Black Multi,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7204,Smocked Midi dress,810081703741,001,Black Multi,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7204,Smocked Midi dress,810081703758,001,Black Multi,Large,7/12/2021,,,,,,,#NAME?,,,
WO-7205,Cap Slv A-line dress,810081703765,001,Black / Red,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7205,Cap Slv A-line dress,810081703772,001,Black / Red,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7205,Cap Slv A-line dress,810081703789,001,Black / Red,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7205,Cap Slv A-line dress,810081703796,001,Black / Red,Large,7/12/2021,,,,,,,#NAME?,,,
16326,L/S Oversized Jacket,810081703802,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
16326,L/S Oversized Jacket,810081703819,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
16326,L/S Oversized Jacket,810081703826,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
16326,L/S Oversized Jacket,810081703833,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
16326,L/S Oversized Jacket,810081703840,023,H. Grey,X Small,7/12/2021,,,,,,,#NAME?,,,
16326,L/S Oversized Jacket,810081703857,023,H. Grey,Small,7/12/2021,,,,,,,#NAME?,,,
16326,L/S Oversized Jacket,810081703864,023,H. Grey,Medium,7/12/2021,,,,,,,#NAME?,,,
16326,L/S Oversized Jacket,810081703871,023,H. Grey,Large,7/12/2021,,,,,,,#NAME?,,,
16327,Shoulder Top,810081703888,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
16327,Shoulder Top,810081703895,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
16327,Shoulder Top,810081701440,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
16327,Shoulder Top,810081703918,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
16327,Shoulder Top,810081703925,023,H. Grey,X Small,7/12/2021,,,,,,,#NAME?,,,
16327,Shoulder Top,810081703932,023,H. Grey,Small,7/12/2021,,,,,,,#NAME?,,,
16327,Shoulder Top,810081703949,023,H. Grey,Medium,7/12/2021,,,,,,,#NAME?,,,
16327,Shoulder Top,810081703956,023,H. Grey,Large,7/12/2021,,,,,,,#NAME?,,,
16328,L/S Smocked Top,810081703963,999,Multi,X Small,7/12/2021,,,,,,,#NAME?,,,
16328,L/S Smocked Top,810081703970,999,Multi,Small,7/12/2021,,,,,,,#NAME?,,,
16328,L/S Smocked Top,810081703987,999,Multi,Medium,7/12/2021,,,,,,,#NAME?,,,
16328,L/S Smocked Top,810081703994,999,Multi,Large,7/12/2021,,,,,,,#NAME?,,,
WO-7206,L/S Tie front dress,810081704007,023,Dark Melange,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7206,L/S Tie front dress,810081704014,023,Dark Melange,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7206,L/S Tie front dress,810081704021,023,Dark Melange,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7206,L/S Tie front dress,810081704038,023,Dark Melange,Large,7/12/2021,,,,,,,#NAME?,,,
WO-7207,A-Line dress,810081704045,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7207,A-Line dress,810081704052,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7207,A-Line dress,810081704069,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7207,A-Line dress,810081704076,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
WO-7208,Mk Nk Pleat slv dress,810081704083,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
WO-7208,Mk Nk Pleat slv dress,810081704090,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
WO-7208,Mk Nk Pleat slv dress,810081704106,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
WO-7208,Mk Nk Pleat slv dress,810081704113,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
16329,Pleather Skirt,810081704120,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
16329,Pleather Skirt,810081704137,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
16329,Pleather Skirt,810081704144,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
16329,Pleather Skirt,810081704151,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
16330,Ruffle assymetric skirt,810081704168,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
16330,Ruffle assymetric skirt,810081704175,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
16330,Ruffle assymetric skirt,810081704182,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
16330,Ruffle assymetric skirt,810081704199,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
16331,L/S Smocked Top,810081704205,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
16331,L/S Smocked Top,810081704212,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
16331,L/S Smocked Top,810081704229,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
16331,L/S Smocked Top,810081704236,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
16332,Strong shoulder ,810081704243,203,Mocha,X Small,7/12/2021,,,,,,,#NAME?,,,
16332,Strong shoulder ,810081704250,203,Mocha,Small,7/12/2021,,,,,,,#NAME?,,,
16332,Strong shoulder ,810081704267,203,Mocha,Medium,7/12/2021,,,,,,,#NAME?,,,
16332,Strong shoulder ,810081704274,203,Mocha,Large,7/12/2021,,,,,,,#NAME?,,,
16332,Strong shoulder ,810081704281,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
16332,Strong shoulder ,810081704298,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
16332,Strong shoulder ,810081704304,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
16332,Strong shoulder ,810081704311,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
16333,Teddy Sweatshirt,810081704328,023,Charcoal,X Small,7/12/2021,,,,,,,#NAME?,,,
16333,Teddy Sweatshirt,810081704335,023,Charcoal,Small,7/12/2021,,,,,,,#NAME?,,,
16333,Teddy Sweatshirt,810081704342,023,Charcoal,Medium,7/12/2021,,,,,,,#NAME?,,,
16333,Teddy Sweatshirt,810081704359,023,Charcoal,Large,7/12/2021,,,,,,,#NAME?,,,
16333,Teddy Sweatshirt,810081704366,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
16333,Teddy Sweatshirt,810081704373,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
16333,Teddy Sweatshirt,810081704380,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
16333,Teddy Sweatshirt,810081704397,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
16334,Teddy Blazer,810081704403,023,H.Grey,X Small,7/12/2021,,,,,,,#NAME?,,,
16334,Teddy Blazer,810081704410,023,H.Grey,Small,7/12/2021,,,,,,,#NAME?,,,
16334,Teddy Blazer,810081704427,023,H.Grey,Medium,7/12/2021,,,,,,,#NAME?,,,
16334,Teddy Blazer,810081704434,023,H.Grey,Large,7/12/2021,,,,,,,#NAME?,,,
16335,Oversized Jacket,810081704441,001,Black,X Small,7/12/2021,,,,,,,#NAME?,,,
16335,Oversized Jacket,810081704458,001,Black,Small,7/12/2021,,,,,,,#NAME?,,,
16335,Oversized Jacket,810081704465,001,Black,Medium,7/12/2021,,,,,,,#NAME?,,,
16335,Oversized Jacket,810081704472,001,Black,Large,7/12/2021,,,,,,,#NAME?,,,
16336,Oversized Jacket,810081704489,999,Multi,X Small,7/12/2021,,,,,,,#NAME?,,,
16336,Oversized Jacket,810081704496,999,Multi,Small,7/12/2021,,,,,,,#NAME?,,,
16336,Oversized Jacket,810081704502,999,Multi,Medium,7/12/2021,,,,,,,#NAME?,,,
16336,Oversized Jacket,810081704519,999,Multi,Large,7/12/2021,,,,,,,#NAME?,,,
16337,A-Line mini skirt,810081704526,999,Multi,X Small,7/13/2021,,,,,,,#NAME?,,,
16337,A-Line mini skirt,810081704533,999,Multi,Small,7/13/2021,,,,,,,#NAME?,,,
16337,A-Line mini skirt,810081704540,999,Multi,Medium,7/13/2021,,,,,,,#NAME?,,,
16337,A-Line mini skirt,810081704557,999,Multi,Large,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704564,001,Black,X Small,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704571,001,Black,Small,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704588,001,Black,Medium,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704595,001,Black,Large,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704601,650,Pink,X Small,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704618,650,Pink,Small,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704625,650,Pink,Medium,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704632,650,Pink,Large,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704649,688,Foundation,X Small,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704656,688,Foundation,Small,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704663,688,Foundation,Medium,7/13/2021,,,,,,,#NAME?,,,
16338,Mk nk pleat l/s top,810081704670,688,Foundation,Large,7/13/2021,,,,,,,#NAME?,,,
WO-7209,L/S midi sweater dress,810081704687,203,Mocha,X Small,7/14/2021,,,,,,,#NAME?,,,
WO-7209,L/S midi sweater dress,810081704694,203,Mocha,Small,7/14/2021,,,,,,,#NAME?,,,
WO-7209,L/S midi sweater dress,810081704700,203,Mocha,Medium,7/14/2021,,,,,,,#NAME?,,,
WO-7209,L/S midi sweater dress,810081704717,203,Mocha,Large,7/14/2021,,,,,,,#NAME?,,,
WO-7210,L/S A-line scoop nk dress,810081704724,001,Black ,X Small,7/14/2021,,,,,,,#NAME?,,,
WO-7210,L/S A-line scoop nk dress,810081704731,001,Black ,Small,7/14/2021,,,,,,,#NAME?,,,
WO-7210,L/S A-line scoop nk dress,810081704748,001,Black ,Medium,7/14/2021,,,,,,,#NAME?,,,
WO-7210,L/S A-line scoop nk dress,810081704755,001,Black ,Large,7/14/2021,,,,,,,#NAME?,,,
G440,CAP SLV A-LINE DRESS,810081704762,001,Black / Red,Small,7/14/2021,,,,,,,#NAME?,,,
G440,CAP SLV A-LINE DRESS,810081704779,001,Black / Red,Medium,7/14/2021,,,,,,,#NAME?,,,
G440,CAP SLV A-LINE DRESS,810081704786,001,Black / Red,Large,7/14/2021,,,,,,,#NAME?,,,
G440,CAP SLV A-LINE DRESS,810081704793,001,Black / Red,X Large,7/14/2021,,,,,,,#NAME?,,,
G441,L/S TIERED DRESS,810081704809,999,Multi,Small,7/14/2021,,,,,,,#NAME?,,,
G441,L/S TIERED DRESS,810081704816,999,Multi,Medium,7/14/2021,,,,,,,#NAME?,,,
G441,L/S TIERED DRESS,810081704823,999,Multi,Large,7/14/2021,,,,,,,#NAME?,,,
G441,L/S TIERED DRESS,810081704830,999,Multi,X Large,7/14/2021,,,,,,,#NAME?,,,
G442,PUFF SLV DRESS,810081704847,001,Black,Small,7/14/2021,,,,,,,#NAME?,,,
G442,PUFF SLV DRESS,810081704854,001,Black,Medium,7/14/2021,,,,,,,#NAME?,,,
G442,PUFF SLV DRESS,810081704861,001,Black,Large,7/14/2021,,,,,,,#NAME?,,,
G442,PUFF SLV DRESS,810081704878,001,Black,X Large,7/14/2021,,,,,,,#NAME?,,,
G442,PUFF SLV DRESS,810081704885,605,Red,Small,7/14/2021,,,,,,,#NAME?,,,
G442,PUFF SLV DRESS,810081704892,605,Red,Medium,7/14/2021,,,,,,,#NAME?,,,
G442,PUFF SLV DRESS,810081704908,605,Red,Large,7/14/2021,,,,,,,#NAME?,,,
G442,PUFF SLV DRESS,810081704915,605,Red,X Large,7/14/2021,,,,,,,#NAME?,,,
G443,PUFF SLV DRESS,810081704922,001,Black / Red,Small,7/14/2021,,,,,,,#NAME?,,,
G443,PUFF SLV DRESS,810081704939,001,Black / Red,Medium,7/14/2021,,,,,,,#NAME?,,,
G443,PUFF SLV DRESS,810081704946,001,Black / Red,Large,7/14/2021,,,,,,,#NAME?,,,
G443,PUFF SLV DRESS,810081704953,001,Black / Red,X Large,7/14/2021,,,,,,,#NAME?,,,
G444,A-LINE SHIFT DRESS,810081704960,023,Grey / White,Small,7/14/2021,,,,,,,#NAME?,,,
G444,A-LINE SHIFT DRESS,810081704977,023,Grey / White,Medium,7/14/2021,,,,,,,#NAME?,,,
G444,A-LINE SHIFT DRESS,810081704984,023,Grey / White,Large,7/14/2021,,,,,,,#NAME?,,,
G444,A-LINE SHIFT DRESS,810081704991,023,Grey / White,X Large,7/14/2021,,,,,,,#NAME?,,,
G445,CAP SLV FIT N FLARE DRESS,810081705004,001,Black / Black,Small,7/14/2021,,,,,,,#NAME?,,,
G445,CAP SLV FIT N FLARE DRESS,810081705011,001,Black / Black,Medium,7/14/2021,,,,,,,#NAME?,,,
G445,CAP SLV FIT N FLARE DRESS,810081705028,001,Black / Black,Large,7/14/2021,,,,,,,#NAME?,,,
G445,CAP SLV FIT N FLARE DRESS,810081705035,001,Black / Black,X Large,7/14/2021,,,,,,,#NAME?,,,
G446,A-LINE MK NK DRESS,810081705042,001,Black,Small,7/14/2021,,,,,,,#NAME?,,,
G446,A-LINE MK NK DRESS,810081705059,001,Black,Medium,7/14/2021,,,,,,,#NAME?,,,
G446,A-LINE MK NK DRESS,810081705066,001,Black,Large,7/14/2021,,,,,,,#NAME?,,,
G446,A-LINE MK NK DRESS,810081705073,001,Black,X Large,7/14/2021,,,,,,,#NAME?,,,
G446,A-LINE MK NK DRESS,810081705080,609,Deep Burgundy,Small,7/14/2021,,,,,,,#NAME?,,,
G446,A-LINE MK NK DRESS,810081705097,609,Deep Burgundy,Medium,7/14/2021,,,,,,,#NAME?,,,
G446,A-LINE MK NK DRESS,810081705103,609,Deep Burgundy,Large,7/14/2021,,,,,,,#NAME?,,,
G446,A-LINE MK NK DRESS,810081705110,609,Deep Burgundy,X Large,7/14/2021,,,,,,,#NAME?,,,
G447,L/S TIE FRONT TOP,810081705127,999,Multi,Small,7/14/2021,,,,,,,#NAME?,,,
G447,L/S TIE FRONT TOP,810081705134,999,Multi,Medium,7/14/2021,,,,,,,#NAME?,,,
G447,L/S TIE FRONT TOP,810081705141,999,Multi,Large,7/14/2021,,,,,,,#NAME?,,,
G447,L/S TIE FRONT TOP,810081705158,999,Multi,X Large,7/14/2021,,,,,,,#NAME?,,,
G448,PUFF SLV TOP,810081705165,999,Multi,Small,7/14/2021,,,,,,,#NAME?,,,
G448,PUFF SLV TOP,810081705172,999,Multi,Medium,7/14/2021,,,,,,,#NAME?,,,
G448,PUFF SLV TOP,810081705189,999,Multi,Large,7/14/2021,,,,,,,#NAME?,,,
G448,PUFF SLV TOP,810081705196,999,Multi,X Large,7/14/2021,,,,,,,#NAME?,,,
G449,PUFF SLV TOP,810081705202,999,Multi,Small,7/14/2021,,,,,,,#NAME?,,,
G449,PUFF SLV TOP,810081705219,999,Multi,Medium,7/14/2021,,,,,,,#NAME?,,,
G449,PUFF SLV TOP,810081705226,999,Multi,Large,7/14/2021,,,,,,,#NAME?,,,
G449,PUFF SLV TOP,810081705233,999,Multi,X Large,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705240,023,H.Grey,Small,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705257,023,H.Grey,Medium,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705264,023,H.Grey,Large,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705271,023,H.Grey,X Large,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705288,540,Lavender,Small,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705295,540,Lavender,Medium,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705301,540,Lavender,Large,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705318,540,Lavender,X Large,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705325,695,Rose,Small,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705332,695,Rose,Medium,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705349,695,Rose,Large,7/14/2021,,,,,,,#NAME?,,,
G450,BALLOON SLV TOP,810081705356,695,Rose,X Large,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705363,001,Black,Small,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705370,001,Black,Medium,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705387,001,Black,Large,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705394,001,Black,X Large,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705400,400,Blue,Small,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705417,400,Blue,Medium,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705424,400,Blue,Large,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705431,400,Blue,X Large,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705448,654,Dusty Rose,Small,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705455,654,Dusty Rose,Medium,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705462,654,Dusty Rose,Large,7/14/2021,,,,,,,#NAME?,,,
G451,L/S TOP,810081705479,654,Dusty Rose,X Large,7/14/2021,,,,,,,#NAME?,,,
G436,L/S HOODIE,810081705486,023,H.Grey / Charcoal,Small,7/14/2021,,,,,,,#NAME?,,,
G436,L/S HOODIE,810081705493,023,H.Grey / Charcoal,Medium,7/14/2021,,,,,,,#NAME?,,,
G436,L/S HOODIE,810081705509,023,H.Grey / Charcoal,Large,7/14/2021,,,,,,,#NAME?,,,
G436,L/S HOODIE,810081705516,023,H.Grey / Charcoal,X Large,7/14/2021,,,,,,,#NAME?,,,
G437,JOGGER,810081705523,023,H.Grey / Charcoal,Small,7/14/2021,,,,,,,#NAME?,,,
G437,JOGGER,810081705530,023,H.Grey / Charcoal,Medium,7/14/2021,,,,,,,#NAME?,,,
G437,JOGGER,810081705547,023,H.Grey / Charcoal,Large,7/14/2021,,,,,,,#NAME?,,,
G437,JOGGER,810081705554,023,H.Grey / Charcoal,X Large,7/14/2021,,,,,,,#NAME?,,,
G452,HOODIE CROP TOP,810081705561,999,Multi,Small,7/14/2021,,,,,,,#NAME?,,,
G452,HOODIE CROP TOP,810081705578,999,Multi,Medium,7/14/2021,,,,,,,#NAME?,,,
G452,HOODIE CROP TOP,810081705585,999,Multi,Large,7/14/2021,,,,,,,#NAME?,,,
G452,HOODIE CROP TOP,810081705592,999,Multi,X Large,7/14/2021,,,,,,,#NAME?,,,
G453,JOGGER,810081705608,999,Multi,Small,7/14/2021,,,,,,,#NAME?,,,
G453,JOGGER,810081705615,999,Multi,Medium,7/14/2021,,,,,,,#NAME?,,,
G453,JOGGER,810081705622,999,Multi,Large,7/14/2021,,,,,,,#NAME?,,,
G453,JOGGER,810081705639,999,Multi,X Large,7/14/2021,,,,,,,#NAME?,,,
G454,TEDDY JACKET,810081705646,279,Natural,Small,7/14/2021,,,,,,,#NAME?,,,
G454,TEDDY JACKET,810081705653,279,Natural,Medium,7/14/2021,,,,,,,#NAME?,,,
G454,TEDDY JACKET,810081705660,279,Natural,Large,7/14/2021,,,,,,,#NAME?,,,
G454,TEDDY JACKET,810081705677,279,Natural,X Large,7/14/2021,,,,,,,#NAME?,,,
G455,PULL ON LEGGING,810081705684,001,Black / Black,Small,7/14/2021,,,,,,,#NAME?,,,
G455,PULL ON LEGGING,810081705691,001,Black / Black,Medium,7/14/2021,,,,,,,#NAME?,,,
G455,PULL ON LEGGING,810081705707,001,Black / Black,Large,7/14/2021,,,,,,,#NAME?,,,
G455,PULL ON LEGGING,810081705714,001,Black / Black,X Large,7/14/2021,,,,,,,#NAME?,,,
G456,PULL ON LEGGING,810081705721,001,Black / Black,Small,7/14/2021,,,,,,,#NAME?,,,
G456,PULL ON LEGGING,810081705738,001,Black / Black,Medium,7/14/2021,,,,,,,#NAME?,,,
G456,PULL ON LEGGING,810081705745,001,Black / Black,Large,7/14/2021,,,,,,,#NAME?,,,
G456,PULL ON LEGGING,810081705752,001,Black / Black,X Large,7/14/2021,,,,,,,#NAME?,,,
G457,SWEATSHIRT,810081705769,001,Black,Small,7/14/2021,,,,,,,#NAME?,,,
G457,SWEATSHIRT,810081705776,001,Black,Medium,7/14/2021,,,,,,,#NAME?,,,
G457,SWEATSHIRT,810081705783,001,Black,Large,7/14/2021,,,,,,,#NAME?,,,
G457,SWEATSHIRT,810081705790,001,Black,X Large,7/14/2021,,,,,,,#NAME?,,,
G458,A-LINE SKIRT,810081705806,001,Black,Small,7/14/2021,,,,,,,#NAME?,,,
G458,A-LINE SKIRT,810081705813,001,Black,Medium,7/14/2021,,,,,,,#NAME?,,,
G458,A-LINE SKIRT,810081705820,001,Black,Large,7/14/2021,,,,,,,#NAME?,,,
G458,A-LINE SKIRT,810081705837,001,Black,X Large,7/14/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705844,023,Charcoal,X Small,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705851,023,Charcoal,Small,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705868,023,Charcoal,Medium,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705875,023,Charcoal,Large,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705882,001,Black,X Small,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705899,001,Black,Small,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705905,001,Black,Medium,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705912,001,Black,Large,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705929,605,Red,X Small,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705936,605,Red,Small,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705943,605,Red,Medium,7/21/2021,,,,,,,#NAME?,,,
16179,BALLOON SLV TOP,810081705950,605,Red,Large,7/21/2021,,,,,,,#NAME?,,,
WO-6927,Plaid Dress,810081705967,605,Red,X Small,7/21/2021,,,,,,,#NAME?,,,
WO-6927,Plaid Dress,810081705974,605,Red,Small,7/21/2021,,,,,,,#NAME?,,,
WO-6927,Plaid Dress,810081705981,605,Red,Medium,7/21/2021,,,,,,,#NAME?,,,
WO-6927,Plaid Dress,810081705998,605,Red,Large,7/21/2021,,,,,,,#NAME?,,,
WO-7113,Plaid Dress,810081706001,320,Green,X Small,7/21/2021,,,,,,,#NAME?,,,
WO-7113,Plaid Dress,810081706018,320,Green,Small,7/21/2021,,,,,,,#NAME?,,,
